GeographyCode,KS103EW0002
E00059749,73
E00059750,42
E00059751,41
E00059752,61
E00059753,60
E00059754,52
E00059755,50
E00059756,44
E00059757,46
E00059758,36
E00059759,64
E00059760,39
E00059761,32
E00059762,64
E00059763,101
E00059764,82
E00059765,89
E00059766,86
E00059767,65
E00059768,112
E00059769,99
E00059770,77
E00059771,91
E00059772,78
E00059773,45
E00059774,53
E00059775,30
E00059776,45
E00059777,29
E00059778,21
E00059779,26
E00059780,45
E00059781,80
E00059782,46
E00059783,59
E00059784,45
E00059785,58
E00059786,59
E00059787,73
E00059788,92
E00059789,76
E00059790,102
E00059791,80
E00059792,87
E00059793,93
E00059794,47
E00059795,75
E00059796,101
E00059797,48
E00059798,89
E00059799,66
E00059800,51
E00059801,85
E00059802,45
E00059803,59
E00059804,87
E00059805,137
E00059806,52
E00059807,82
E00059808,72
E00059809,97
E00059810,99
E00059811,121
E00059812,117
E00059815,69
E00059816,66
E00059817,40
E00059818,70
E00059819,65
E00059820,75
E00059821,80
E00059822,77
E00059823,57
E00059824,71
E00059825,58
E00059826,55
E00059827,71
E00059828,72
E00059829,131
E00059830,122
E00059831,96
E00059832,98
E00059833,81
E00059834,68
E00059835,99
E00059836,100
E00059837,44
E00059838,103
E00059839,83
E00059840,67
E00059841,84
E00059842,63
E00059843,121
E00059844,48
E00059845,86
E00059846,71
E00059847,76
E00059848,80
E00059849,71
E00059850,112
E00059851,49
E00059852,51
E00059854,55
E00059855,70
E00059856,79
E00059857,74
E00059858,101
E00059859,83
E00059860,89
E00059861,40
E00059862,67
E00059863,63
E00059864,72
E00059865,87
E00059866,96
E00059867,97
E00059868,55
E00059869,95
E00059870,90
E00059871,109
E00059872,97
E00059873,73
E00059874,85
E00059875,52
E00059876,84
E00059877,100
E00059878,70
E00059879,58
E00059880,61
E00059881,85
E00059882,88
E00059883,161
E00059884,59
E00059885,47
E00059886,36
E00059887,53
E00059888,71
E00059889,78
E00059890,79
E00059891,90
E00059892,67
E00059893,76
E00059894,77
E00059895,75
E00059896,98
E00059897,99
E00059898,67
E00059899,51
E00059900,78
E00059901,73
E00059902,58
E00059903,99
E00059904,54
E00059905,47
E00059906,118
E00059907,140
E00059908,92
E00059909,68
E00059910,127
E00059911,93
E00059913,63
E00059914,63
E00059915,40
E00059916,59
E00059917,74
E00059918,74
E00059919,87
E00059920,75
E00059921,51
E00059922,65
E00059923,48
E00059924,70
E00059925,93
E00059926,88
E00059927,59
E00059928,63
E00059929,76
E00059930,41
E00059931,94
E00059932,30
E00059933,61
E00059934,82
E00059935,72
E00059936,56
E00059937,70
E00059938,52
E00059939,69
E00059940,87
E00059941,55
E00059942,61
E00059943,92
E00059944,37
E00059945,57
E00059946,86
E00059947,70
E00059948,78
E00059949,68
E00059950,53
E00059951,110
E00059952,64
E00059953,60
E00059954,55
E00059955,78
E00059956,68
E00059957,30
E00059958,55
E00059959,97
E00059960,85
E00059961,62
E00059962,95
E00059963,94
E00059964,70
E00059965,67
E00059966,38
E00059967,88
E00059968,36
E00059969,77
E00059970,41
E00059971,53
E00059972,97
E00059973,50
E00059974,74
E00059975,31
E00059976,60
E00059977,55
E00059978,54
E00059979,59
E00059980,49
E00059981,48
E00059982,45
E00059983,86
E00059984,54
E00059985,33
E00059986,63
E00059987,72
E00059988,71
E00059989,54
E00059990,40
E00059991,39
E00059992,69
E00059993,73
E00059994,101
E00059995,109
E00059996,22
E00059997,67
E00059998,111
E00059999,96
E00060000,112
E00060001,42
E00060002,31
E00060003,115
E00060004,92
E00060005,68
E00060006,105
E00060007,78
E00060008,84
E00060009,84
E00060010,50
E00060011,172
E00060012,82
E00060013,88
E00060014,64
E00060015,74
E00060016,108
E00060017,125
E00060018,112
E00060019,96
E00060020,106
E00060021,99
E00060022,63
E00060023,78
E00060024,98
E00060025,107
E00060026,75
E00060027,89
E00060028,100
E00060029,80
E00060030,73
E00060031,49
E00060032,95
E00060033,59
E00060034,36
E00060035,57
E00060036,78
E00060037,61
E00060038,96
E00060039,33
E00060040,83
E00060042,46
E00060043,83
E00060044,53
E00060045,116
E00060046,39
E00060047,24
E00060048,100
E00060049,62
E00060050,97
E00060051,67
E00060052,85
E00060053,80
E00060054,37
E00060055,117
E00060056,96
E00060057,86
E00060058,107
E00060059,103
E00060060,138
E00060061,104
E00060062,96
E00060063,81
E00060064,75
E00060065,108
E00060066,103
E00060067,130
E00060068,76
E00060069,96
E00060070,108
E00060071,83
E00060072,92
E00060073,56
E00060074,175
E00060075,68
E00060076,86
E00060077,102
E00060078,49
E00060079,90
E00060080,96
E00060081,90
E00060082,71
E00060083,72
E00060084,76
E00060085,211
E00060087,99
E00060088,88
E00060089,96
E00060090,107
E00060091,97
E00060092,50
E00060093,85
E00060094,97
E00060095,108
E00060096,76
E00060097,42
E00060098,74
E00060099,70
E00060100,72
E00060101,77
E00060102,65
E00060103,94
E00060104,68
E00060105,86
E00060106,66
E00060107,68
E00060109,67
E00060110,86
E00060111,80
E00060112,92
E00060113,105
E00060114,110
E00060115,94
E00060116,73
E00060117,108
E00060118,50
E00060119,86
E00060120,87
E00060121,131
E00060122,82
E00060123,78
E00060124,84
E00060125,64
E00060126,194
E00060127,157
E00060128,63
E00060129,45
E00060130,100
E00060131,105
E00060132,90
E00060133,92
E00060134,80
E00060135,89
E00060136,92
E00060137,41
E00060138,94
E00060139,71
E00060140,106
E00060141,79
E00060142,91
E00060143,65
E00060144,132
E00060145,102
E00060146,119
E00060147,86
E00060148,97
E00060149,90
E00060150,72
E00060151,81
E00060152,98
E00060153,38
E00060154,40
E00060155,64
E00060156,46
E00060157,127
E00060158,76
E00060159,56
E00060160,76
E00060161,60
E00060162,48
E00060163,75
E00060164,80
E00060165,85
E00060166,101
E00060167,93
E00060168,58
E00060169,69
E00060170,36
E00060171,70
E00060172,50
E00060173,33
E00060174,79
E00060175,74
E00060176,58
E00060177,56
E00060178,71
E00060179,67
E00060180,56
E00060181,59
E00060182,45
E00060183,89
E00060184,74
E00060185,43
E00060186,63
E00060187,56
E00060188,71
E00060189,25
E00060191,60
E00060192,53
E00060193,61
E00060194,78
E00060195,51
E00060196,51
E00060197,88
E00060198,87
E00060199,52
E00060200,94
E00060201,62
E00060202,78
E00060204,56
E00060205,53
E00060206,49
E00060207,85
E00060208,77
E00060209,71
E00060210,39
E00060211,64
E00060212,62
E00060213,41
E00060214,36
E00060215,99
E00060216,31
E00060217,91
E00060218,97
E00060219,54
E00060220,63
E00060221,62
E00060222,69
E00060223,86
E00060224,109
E00060225,72
E00060226,77
E00060227,76
E00060228,43
E00060229,57
E00060230,31
E00060231,48
E00060232,48
E00060233,61
E00060234,53
E00060235,48
E00060236,32
E00060237,56
E00060238,47
E00060239,47
E00060240,38
E00060241,71
E00060242,46
E00060243,54
E00060244,47
E00060245,76
E00060246,75
E00060247,68
E00060248,54
E00060249,45
E00060250,86
E00060251,56
E00060252,37
E00060253,42
E00060254,59
E00064333,162
E00064334,159
E00064335,141
E00064336,115
E00064337,178
E00064338,74
E00064339,112
E00064340,150
E00064341,94
E00064342,142
E00064343,99
E00064344,130
E00064345,117
E00064346,80
E00064347,120
E00064348,102
E00064349,173
E00064350,123
E00064351,127
E00064352,167
E00064353,48
E00064354,228
E00064355,210
E00064356,168
E00064357,136
E00064358,146
E00064359,94
E00064360,109
E00064361,201
E00064362,106
E00064363,137
E00064364,75
E00064365,131
E00064366,98
E00064367,128
E00064368,219
E00064369,155
E00064370,211
E00064371,107
E00064372,121
E00064373,91
E00064374,119
E00064375,133
E00064376,111
E00064377,69
E00064378,78
E00064379,48
E00064380,64
E00064381,35
E00064382,53
E00064383,80
E00064384,53
E00064385,58
E00064386,99
E00064387,89
E00064388,90
E00064389,69
E00064390,81
E00064391,97
E00064392,86
E00064393,84
E00064394,108
E00064395,69
E00064396,76
E00064397,92
E00064398,137
E00064399,295
E00064400,369
E00064401,68
E00064402,51
E00064403,69
E00064404,50
E00064405,54
E00064406,81
E00064407,79
E00064408,77
E00064409,103
E00064410,115
E00064411,101
E00064412,97
E00064413,103
E00064414,75
E00064415,79
E00064416,14
E00064417,95
E00064418,107
E00064419,80
E00064420,52
E00064421,70
E00064422,94
E00064423,76
E00064424,72
E00064425,87
E00064426,91
E00064427,15
E00064428,100
E00064429,85
E00064430,90
E00064431,66
E00064432,52
E00064433,52
E00064434,55
E00064435,66
E00064436,70
E00064437,67
E00064438,94
E00064439,13
E00064440,42
E00064441,75
E00064442,90
E00064443,95
E00064444,92
E00064445,81
E00064446,75
E00064447,64
E00064448,77
E00064449,128
E00064450,114
E00064451,77
E00064452,113
E00064453,90
E00064454,120
E00064455,149
E00064456,57
E00064457,149
E00064458,49
E00064459,135
E00064460,120
E00064462,153
E00064463,69
E00064464,93
E00064465,155
E00064466,138
E00064467,89
E00064468,111
E00064469,84
E00064470,71
E00064471,71
E00064472,126
E00064473,88
E00064474,83
E00064475,101
E00064476,117
E00064477,100
E00064478,71
E00064479,131
E00064480,100
E00064481,93
E00064482,105
E00064483,120
E00064484,107
E00064485,100
E00064486,105
E00064487,68
E00064488,92
E00064489,122
E00064490,81
E00064491,90
E00064492,98
E00064493,64
E00064496,86
E00064497,84
E00064498,76
E00064499,110
E00064500,46
E00064501,94
E00064502,91
E00064503,73
E00064504,124
E00064505,105
E00064506,88
E00064507,114
E00064508,142
E00064509,81
E00064510,92
E00064511,88
E00064512,96
E00064513,52
E00064514,94
E00064515,77
E00064516,64
E00064517,72
E00064518,82
E00064519,76
E00064520,77
E00064521,87
E00064522,79
E00064523,82
E00064524,6
E00064525,99
E00064526,93
E00064527,82
E00064528,77
E00064529,107
E00064530,47
E00064531,77
E00064532,67
E00064533,94
E00064534,67
E00064535,75
E00064536,91
E00064537,41
E00064538,71
E00064539,96
E00064540,43
E00064541,31
E00064542,78
E00064543,89
E00064544,67
E00064545,51
E00064546,61
E00064547,114
E00064548,80
E00064549,84
E00064550,99
E00064551,88
E00064552,107
E00064553,69
E00064554,53
E00064555,67
E00064556,112
E00064557,106
E00064558,93
E00064559,87
E00064560,80
E00064561,85
E00064562,91
E00064563,92
E00064564,99
E00064565,87
E00064566,79
E00064567,54
E00064568,66
E00064569,66
E00064570,81
E00064571,84
E00064572,78
E00064573,83
E00064574,83
E00064575,25
E00064576,75
E00064577,103
E00064578,120
E00064579,72
E00064580,66
E00064581,84
E00064582,50
E00064583,96
E00064584,105
E00064585,95
E00064586,103
E00064587,93
E00064588,122
E00064589,79
E00064590,110
E00064591,122
E00064592,80
E00064593,93
E00064594,100
E00064595,100
E00064596,115
E00064597,142
E00064598,43
E00064599,67
E00064600,111
E00064601,69
E00064602,152
E00064603,125
E00064604,60
E00064605,62
E00064606,115
E00064607,67
E00064608,103
E00064609,131
E00064610,156
E00064611,81
E00064612,131
E00064613,112
E00064614,90
E00064615,110
E00064616,108
E00064617,62
E00064618,63
E00064619,58
E00064620,69
E00064621,76
E00064622,67
E00064623,83
E00064624,78
E00064625,98
E00064626,130
E00064627,138
E00064628,77
E00064629,64
E00064630,62
E00064631,93
E00064632,54
E00064633,70
E00064634,81
E00064635,65
E00064636,84
E00064637,87
E00064638,55
E00064639,95
E00064640,129
E00064641,96
E00064642,68
E00064643,79
E00064644,91
E00064645,117
E00064646,72
E00064647,62
E00064648,85
E00064649,84
E00064650,100
E00064651,50
E00064652,103
E00064653,119
E00064654,107
E00064655,95
E00064656,139
E00064657,95
E00064658,119
E00064659,91
E00064660,94
E00064661,99
E00064662,42
E00064663,72
E00064664,78
E00064665,82
E00064666,90
E00064669,61
E00064670,72
E00064671,91
E00064672,61
E00064673,83
E00064674,75
E00064675,45
E00064676,71
E00064677,44
E00064678,75
E00064679,71
E00064680,60
E00064681,59
E00064682,19
E00064683,53
E00064684,63
E00064685,7
E00064686,97
E00064687,73
E00064688,28
E00064690,89
E00064691,66
E00064692,88
E00064693,88
E00064694,50
E00064695,86
E00064696,63
E00064697,91
E00064698,57
E00064699,73
E00064700,60
E00064701,70
E00064702,81
E00064703,74
E00064704,57
E00064705,52
E00064706,60
E00064707,71
E00064708,76
E00064709,99
E00064710,139
E00064712,87
E00064713,86
E00064715,126
E00064716,100
E00064717,74
E00064718,59
E00064719,52
E00064720,88
E00064721,89
E00064722,64
E00064723,66
E00064724,74
E00064725,124
E00064726,56
E00064727,87
E00064728,67
E00064729,57
E00064730,104
E00064731,61
E00064732,100
E00064733,73
E00064734,89
E00064735,81
E00064736,94
E00064737,64
E00064738,53
E00064739,122
E00064740,85
E00064741,105
E00064742,69
E00064743,93
E00064744,94
E00064745,113
E00064746,99
E00064747,81
E00064748,55
E00064749,102
E00064750,95
E00064751,76
E00064752,56
E00064753,73
E00064754,82
E00064755,97
E00064756,57
E00064757,85
E00064758,99
E00064759,103
E00064760,72
E00064761,101
E00064762,96
E00064763,120
E00064764,85
E00064765,105
E00064766,82
E00064767,108
E00064768,139
E00064769,85
E00064770,102
E00064771,107
E00064772,87
E00064773,70
E00064774,98
E00064775,102
E00064776,128
E00064777,120
E00064778,92
E00064779,118
E00064780,161
E00064781,98
E00064783,132
E00064784,78
E00064785,73
E00064786,93
E00064787,91
E00064788,74
E00064789,139
E00064790,78
E00064791,88
E00064792,22
E00064793,115
E00064794,126
E00064795,103
E00064796,116
E00064797,119
E00064798,101
E00064799,74
E00064800,85
E00064801,83
E00064802,86
E00064803,112
E00064804,114
E00064805,86
E00064806,103
E00064807,82
E00064808,64
E00064809,110
E00064810,99
E00064811,160
E00064812,89
E00064813,187
E00064814,84
E00064815,97
E00064816,142
E00064817,108
E00064818,82
E00064819,125
E00064820,119
E00064821,180
E00064822,241
E00064823,162
E00064824,192
E00064825,100
E00064826,138
E00064827,77
E00064828,86
E00064829,107
E00064830,102
E00064831,83
E00064832,89
E00064833,100
E00064834,96
E00064835,101
E00064836,120
E00064837,73
E00064838,133
E00064839,171
E00064840,177
E00064841,105
E00064842,120
E00064844,99
E00064845,176
E00064846,98
E00064847,289
E00064848,102
E00064849,146
E00064850,138
E00064851,265
E00064852,115
E00064853,117
E00064854,88
E00064855,86
E00064856,94
E00064858,98
E00064859,57
E00064860,82
E00064861,71
E00064862,89
E00064864,190
E00064865,142
E00064866,199
E00064867,161
E00064868,96
E00064869,96
E00064870,85
E00064871,95
E00064872,96
E00064873,114
E00064874,130
E00064875,111
E00064876,88
E00064877,81
E00064878,94
E00064879,130
E00064880,109
E00064881,144
E00064882,69
E00064883,155
E00064884,110
E00064885,91
E00064886,130
E00064887,106
E00064888,91
E00064889,93
E00064890,115
E00064891,120
E00064892,89
E00064893,92
E00064894,136
E00064895,80
E00064899,169
E00064900,98
E00064901,238
E00064902,277
E00064903,160
E00064904,238
E00064906,238
E00064907,242
E00064908,259
E00064909,258
E00064910,177
E00064911,160
E00064912,206
E00064913,280
E00064914,128
E00064915,351
E00064916,192
E00064917,206
E00064918,150
E00064919,148
E00064920,99
E00064921,102
E00064922,210
E00064923,227
E00064924,303
E00064925,338
E00064926,102
E00064927,167
E00064928,217
E00064929,234
E00064930,258
E00064931,162
E00064932,207
E00064933,114
E00064935,117
E00064936,116
E00064937,119
E00064938,121
E00064939,100
E00064940,120
E00064941,108
E00064942,127
E00064943,118
E00064944,64
E00064945,84
E00064946,124
E00064947,102
E00064948,90
E00064949,105
E00064950,94
E00064951,65
E00064952,73
E00064953,116
E00064954,129
E00064955,103
E00064956,100
E00064957,107
E00064958,94
E00064959,123
E00064960,105
E00064961,126
E00064962,112
E00064964,60
E00064965,101
E00064967,91
E00064968,96
E00064969,105
E00064971,97
E00064972,69
E00064973,138
E00064974,127
E00064975,122
E00064976,100
E00064977,123
E00064978,141
E00064979,68
E00064980,45
E00064981,61
E00064982,76
E00064983,51
E00064984,132
E00064985,99
E00064986,67
E00064987,98
E00064988,62
E00064989,36
E00064990,94
E00064991,91
E00064992,99
E00064993,21
E00064994,86
E00064995,44
E00064996,87
E00064997,91
E00064998,62
E00064999,73
E00065000,106
E00065002,77
E00065003,108
E00065004,99
E00065005,67
E00065006,146
E00065007,91
E00065008,90
E00065009,81
E00065010,119
E00065011,67
E00065012,72
E00065013,96
E00065014,107
E00065015,69
E00065016,121
E00065017,70
E00065018,96
E00065019,85
E00065020,125
E00065021,105
E00065022,181
E00065023,103
E00065024,107
E00065025,156
E00065026,146
E00065027,140
E00065028,118
E00065029,176
E00065030,61
E00065031,184
E00065032,91
E00065033,64
E00065034,208
E00065035,53
E00065036,88
E00065037,96
E00065038,89
E00065039,108
E00065040,125
E00065041,86
E00065042,236
E00065043,137
E00065044,37
E00065045,131
E00065046,111
E00065047,53
E00065048,134
E00065049,103
E00065050,149
E00065051,87
E00065052,121
E00065053,85
E00065054,125
E00065055,65
E00065056,94
E00065057,110
E00065058,59
E00065059,106
E00065060,73
E00065061,121
E00065062,10
E00065063,51
E00065064,73
E00065065,65
E00065066,110
E00065068,77
E00065069,102
E00065070,107
E00065071,93
E00065072,104
E00065073,114
E00065074,94
E00065075,77
E00065076,51
E00065077,90
E00065078,90
E00065079,106
E00065080,88
E00065081,76
E00065082,82
E00065083,99
E00065084,100
E00065085,99
E00065086,103
E00065087,88
E00065088,90
E00065089,104
E00065090,120
E00065091,94
E00065092,74
E00065093,102
E00065094,117
E00065095,113
E00065096,108
E00065097,133
E00065098,65
E00065099,66
E00065100,108
E00065101,87
E00065102,60
E00065103,82
E00065104,118
E00065105,117
E00065106,71
E00065107,79
E00065108,128
E00065109,68
E00065110,76
E00065111,86
E00065112,72
E00065113,76
E00065114,89
E00065115,63
E00065116,122
E00065117,82
E00065118,85
E00065119,113
E00065120,99
E00065121,87
E00065122,66
E00065123,90
E00065124,82
E00065125,82
E00065126,138
E00065127,91
E00065128,114
E00065129,70
E00065130,76
E00065131,59
E00065132,74
E00065133,81
E00065134,89
E00065135,97
E00065136,63
E00065137,100
E00065138,88
E00065139,89
E00065140,103
E00065141,87
E00065142,47
E00065143,167
E00065144,102
E00065145,108
E00065146,66
E00065147,60
E00065148,100
E00065149,71
E00065150,59
E00065151,95
E00065152,94
E00065153,108
E00065154,74
E00065155,126
E00065157,64
E00065158,180
E00065159,139
E00065160,176
E00065161,146
E00065162,443
E00065163,645
E00065164,130
E00065165,88
E00065166,130
E00065167,60
E00065168,335
E00065169,38
E00065170,73
E00065171,43
E00065172,51
E00065173,47
E00065174,24
E00065175,29
E00065176,22
E00065177,39
E00065178,59
E00065179,63
E00065180,74
E00065181,160
E00065182,56
E00065183,81
E00065184,71
E00065185,74
E00065186,44
E00065187,53
E00065188,56
E00065189,39
E00065190,55
E00065191,44
E00065192,55
E00065193,35
E00065194,70
E00065195,56
E00065196,60
E00065197,80
E00065198,80
E00065200,57
E00065201,68
E00065202,38
E00065203,26
E00065204,54
E00065205,49
E00065206,41
E00065207,43
E00065208,47
E00065209,38
E00065210,37
E00065211,38
E00065212,48
E00065213,45
E00065214,18
E00065215,53
E00065216,50
E00065217,55
E00065218,60
E00065219,102
E00065220,57
E00065221,70
E00065222,45
E00065224,83
E00065225,38
E00065226,58
E00065227,65
E00065228,101
E00065229,75
E00065230,75
E00065231,66
E00065232,123
E00065233,87
E00065234,128
E00065235,64
E00065236,50
E00065237,84
E00065238,68
E00065239,25
E00065240,77
E00065241,70
E00065242,62
E00065243,32
E00065244,103
E00065245,65
E00065246,103
E00065247,53
E00065248,76
E00065249,25
E00065250,58
E00065251,69
E00065252,26
E00065253,37
E00065254,32
E00065255,63
E00065256,39
E00065257,57
E00065259,73
E00065260,32
E00065262,56
E00065263,54
E00065264,48
E00065265,44
E00065266,36
E00065267,47
E00065268,70
E00065269,31
E00065270,102
E00065271,13
E00065272,33
E00065273,19
E00065274,18
E00065275,26
E00065276,52
E00065277,35
E00065278,36
E00065279,19
E00065280,40
E00065281,29
E00065282,91
E00065283,29
E00065284,31
E00065285,31
E00065286,22
E00065287,31
E00065288,19
E00065289,28
E00065290,32
E00065291,15
E00065292,11
E00065293,15
E00065294,50
E00065295,59
E00065296,95
E00065297,114
E00065298,105
E00065299,70
E00065300,109
E00065301,71
E00065302,79
E00065303,83
E00065304,86
E00065305,87
E00065306,71
E00065307,63
E00065308,46
E00065309,48
E00065310,87
E00065311,64
E00065312,66
E00065313,72
E00065314,102
E00065315,55
E00065316,45
E00065317,57
E00065318,53
E00065319,55
E00065320,48
E00065321,65
E00065322,47
E00065323,77
E00065324,43
E00065325,59
E00065326,59
E00065327,68
E00065328,73
E00065329,93
E00065330,97
E00065331,89
E00065332,111
E00065333,96
E00065334,77
E00065335,100
E00065336,121
E00065337,107
E00065338,92
E00065339,74
E00065340,89
E00065341,81
E00065342,99
E00065343,72
E00065344,69
E00065345,32
E00065346,47
E00065347,48
E00065348,64
E00065349,59
E00065350,62
E00065351,57
E00065352,44
E00065353,81
E00065354,70
E00065355,69
E00065356,34
E00065357,66
E00065358,66
E00065359,58
E00065360,69
E00065361,73
E00065362,38
E00065363,47
E00065364,88
E00065365,90
E00065366,80
E00065367,61
E00065368,51
E00065369,67
E00065371,76
E00065372,60
E00065373,63
E00065374,86
E00065375,28
E00065376,70
E00065377,67
E00065378,29
E00065379,81
E00065380,65
E00065381,80
E00065382,63
E00065383,57
E00065384,60
E00065385,77
E00065386,59
E00065387,61
E00065388,45
E00065389,68
E00065390,56
E00065391,86
E00065392,77
E00065393,55
E00065394,43
E00065395,77
E00065396,65
E00065397,61
E00065398,46
E00065399,85
E00065400,76
E00065401,56
E00065402,37
E00065403,51
E00065404,25
E00065405,56
E00065406,51
E00065407,57
E00065408,64
E00065409,85
E00065410,29
E00065411,60
E00065412,67
E00065413,42
E00065414,51
E00065415,29
E00065416,43
E00065417,76
E00065418,59
E00065419,51
E00065421,74
E00065422,79
E00065424,45
E00065425,67
E00065426,77
E00065427,66
E00065428,84
E00065429,61
E00065430,23
E00065431,62
E00065432,65
E00065433,57
E00065434,67
E00065435,43
E00065436,69
E00065437,27
E00065438,24
E00065439,59
E00065440,58
E00065441,55
E00065442,47
E00065443,55
E00065445,42
E00065446,45
E00065447,64
E00065448,58
E00065449,49
E00065450,54
E00065451,53
E00065452,55
E00065453,35
E00065454,69
E00065455,44
E00065456,71
E00065457,92
E00065458,75
E00065459,69
E00065460,72
E00065461,17
E00065462,45
E00065463,66
E00065464,87
E00065465,116
E00065466,72
E00065467,55
E00065469,78
E00065470,95
E00065471,94
E00065472,88
E00065473,67
E00065474,105
E00065475,73
E00065476,34
E00065477,114
E00065478,89
E00065479,65
E00065480,37
E00065481,76
E00065482,45
E00065483,55
E00065484,93
E00065485,43
E00065487,84
E00065488,58
E00065489,64
E00065490,52
E00065491,56
E00065492,104
E00065493,55
E00065494,40
E00065495,61
E00065497,38
E00065498,88
E00065499,25
E00065500,54
E00065501,73
E00065502,47
E00065503,51
E00065504,72
E00065505,48
E00065506,84
E00065507,67
E00065508,55
E00065509,48
E00065510,63
E00065511,88
E00065512,94
E00065513,63
E00065514,69
E00065515,76
E00065516,76
E00065517,54
E00065518,37
E00065519,42
E00065520,48
E00065521,35
E00065522,28
E00065523,66
E00065524,62
E00065525,46
E00065526,22
E00065527,98
E00065528,45
E00065529,51
E00065530,68
E00065531,66
E00065532,41
E00065533,91
E00065534,46
E00065535,52
E00065536,77
E00065537,81
E00065538,67
E00065539,66
E00065540,75
E00065541,52
E00065542,38
E00065543,40
E00065544,45
E00065545,58
E00065546,48
E00065547,114
E00065548,120
E00065549,114
E00065550,156
E00065551,58
E00065552,82
E00065553,43
E00065554,41
E00065555,132
E00065556,72
E00065557,111
E00065558,64
E00065559,48
E00065560,42
E00065561,34
E00065562,84
E00065563,92
E00065564,74
E00065565,90
E00065566,83
E00065567,104
E00065568,75
E00065569,67
E00065570,63
E00065571,103
E00065572,125
E00065573,74
E00065574,107
E00065575,40
E00065576,63
E00065577,62
E00065578,59
E00065579,50
E00065580,78
E00065581,69
E00065582,156
E00065583,94
E00065584,126
E00065585,121
E00065586,139
E00065587,97
E00065588,124
E00065589,107
E00065590,106
E00065591,74
E00065592,118
E00065593,125
E00065594,99
E00065595,117
E00065596,103
E00065597,112
E00065598,73
E00065599,53
E00065600,56
E00065601,76
E00065602,102
E00065603,49
E00065604,53
E00065605,131
E00065606,89
E00065607,29
E00065608,86
E00065609,112
E00065610,99
E00065611,54
E00065612,57
E00065613,62
E00065614,53
E00065615,94
E00065616,74
E00065617,101
E00065618,64
E00065619,48
E00065620,81
E00065621,96
E00065622,27
E00065623,96
E00065624,91
E00065625,86
E00065626,74
E00065627,106
E00065628,68
E00065629,77
E00065630,80
E00065631,93
E00065632,59
E00065633,68
E00065634,85
E00065635,101
E00065636,63
E00065637,41
E00065638,81
E00065639,64
E00065640,58
E00065641,82
E00065642,58
E00065643,67
E00065644,67
E00065645,54
E00065646,93
E00065647,107
E00065648,91
E00065649,131
E00065650,111
E00065651,89
E00065652,115
E00065653,52
E00065654,32
E00065655,79
E00065656,55
E00065657,94
E00065658,84
E00065659,65
E00065660,55
E00065661,68
E00065662,38
E00065663,65
E00065664,87
E00065665,78
E00065666,80
E00065667,70
E00065668,71
E00065669,52
E00065670,164
E00065671,56
E00065672,60
E00065673,62
E00065674,49
E00065675,69
E00065676,67
E00065677,39
E00065678,55
E00065679,57
E00065680,58
E00065681,71
E00065682,57
E00065683,90
E00065684,76
E00065685,48
E00065686,89
E00065687,70
E00065688,63
E00065689,93
E00065690,59
E00065691,79
E00065692,47
E00065693,62
E00065694,52
E00065695,91
E00065696,74
E00065697,86
E00065698,54
E00065699,98
E00065700,90
E00065701,88
E00065702,89
E00065703,60
E00065704,46
E00065705,49
E00065706,62
E00065707,60
E00065708,80
E00065709,57
E00065710,95
E00065711,66
E00065712,81
E00065713,88
E00065714,74
E00065715,69
E00065716,47
E00065717,46
E00065718,35
E00065719,50
E00065720,75
E00065721,60
E00065722,55
E00065723,47
E00065724,71
E00065725,46
E00065726,39
E00065727,48
E00065728,68
E00065729,70
E00065730,37
E00065731,24
E00065732,45
E00065733,80
E00065734,61
E00065735,67
E00065736,58
E00065737,64
E00065738,83
E00065739,28
E00065740,49
E00065741,62
E00065742,53
E00065743,39
E00065744,78
E00065745,47
E00065746,59
E00065747,70
E00065748,31
E00065749,42
E00065750,21
E00065751,84
E00065752,75
E00065753,54
E00065754,40
E00065755,53
E00065756,61
E00065757,49
E00065758,43
E00065759,57
E00065760,86
E00065761,45
E00065762,32
E00065763,75
E00065764,70
E00065765,96
E00065766,52
E00065767,40
E00065768,50
E00065769,85
E00065770,50
E00065771,67
E00065772,46
E00065773,83
E00065774,75
E00065775,37
E00065776,55
E00065777,78
E00065778,49
E00065779,48
E00065780,70
E00065781,73
E00065782,42
E00065783,55
E00065784,83
E00065785,36
E00065786,86
E00065787,31
E00065788,51
E00065789,27
E00065790,38
E00065791,93
E00065792,33
E00065793,81
E00065794,73
E00065795,83
E00065796,68
E00065797,85
E00065798,65
E00065799,96
E00065800,91
E00065801,63
E00065802,72
E00065803,91
E00065804,89
E00065805,111
E00065806,106
E00065807,96
E00065808,111
E00065809,83
E00065810,48
E00065811,59
E00065813,109
E00065814,49
E00065815,68
E00065816,40
E00065817,86
E00065818,78
E00065819,110
E00065820,99
E00065821,96
E00065822,111
E00065823,64
E00065824,40
E00065825,54
E00065826,72
E00065827,51
E00065828,53
E00065829,69
E00065830,68
E00065831,67
E00065832,77
E00065833,23
E00065834,60
E00065835,28
E00065836,68
E00065837,90
E00065838,36
E00065839,55
E00065840,47
E00065841,47
E00065843,22
E00065844,55
E00065845,29
E00065846,38
E00065847,72
E00065848,92
E00065849,34
E00065850,77
E00065851,60
E00065852,58
E00065853,36
E00065854,98
E00065855,79
E00065856,79
E00065857,56
E00065858,43
E00065859,64
E00065860,59
E00065861,50
E00065862,55
E00065863,50
E00065864,38
E00065865,71
E00065866,97
E00065867,42
E00065868,63
